Market,Facility,Sales Order #,Work Order #,Customer Reference Number,Alternate Reference Number,Booked Date,Sales Order Status,Work Order Status,Operational Status,Scheduling Status,Receiving Status,Work Order Hold Type,Status Updated Date,Order Category,Original Scheduled Date,Scheduled Date,Deliver By Date,Sales Order ClosedDate,Work Order ClosedDate,Days to First Call,Days to Schedule,Courtesy Call Date,First Schedule Attempt,First Offered Date,Last Call Date,First Schedule Date,Rescheduled Date,Scheduling Attempts,Not At Home Exception,Weather Exception,Refused Exception,Stop Exception,Item Exception,Base Services,Service Windows,Customer City,Customer State,CustomerZip,Customer loc Lattitude,Avg Miles Per Order
LMH Dallas,LAST MILE HUB DALLAS,000005LLRF49Q000004000,000005LLRF8OG000004000,TONAL1000117760,1000117760,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/2/2021,Delivery,3/2/2021,3/2/2021,3/2/2021,3/2/2021,3/2/2021,21,21,2/23/2021,2/20/2021,2/25/2021,3/2/2021,2/23/2021,3/2/2021,7,,,,,,White Glove,12:00:00 - 16:00:00,FLOWER MOUND,TX,75028,33.0158318000,29.84
LMH Dallas,LAST MILE HUB DALLAS,000005LLUAKJU000004000,000005LLUAN0C000002000,TONAL1000117755,1000117755,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/25/2021,Delivery,2/25/2021,2/25/2021,2/25/2021,2/25/2021,2/25/2021,19,19,2/20/2021,2/20/2021,2/25/2021,2/20/2021,2/20/2021,2/25/2021,4,,,,,,White Glove,12:00:00 - 16:00:00,FORT WORTH,TX,76132,32.6605992000,21.33
LMH Dallas,LAST MILE HUB DALLAS,000005LLUAKPQ000002000,000005LLUANJ2000002000,TONALWFH00188258,WFH-00188258,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/25/2021,Delivery,2/25/2021,2/25/2021,2/25/2021,2/25/2021,2/25/2021,18,18,2/20/2021,2/20/2021,2/25/2021,2/24/2021,2/20/2021,2/25/2021,2,,,,"Out of Time Window,",,White Glove,09:00:00 - 13:00:00,FORT WORTH,TX,76126,32.6519191000,27.04
LMH Dallas,LAST MILE HUB DALLAS,000005M4K9JGA000002000,000005M4K9LMS000002000,TONAL1000119635,1000119635,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/29/2021,Delivery,4/6/2021,3/29/2021,3/29/2021,3/29/2021,3/29/2021,17,17,2/22/2021,2/20/2021,3/30/2021,3/29/2021,2/22/2021,3/29/2021,5,,,,,,White Glove,08:00:00 - 12:00:00,FORT WORTH,TX,76179,32.8549120000,35.24
LMH Dallas,LAST MILE HUB DALLAS,000005M4N51SM000006000,000005M4N54NS000006000,TONAL1000119925,1000119925,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/24/2021,Delivery,3/16/2021,2/24/2021,2/24/2021,2/24/2021,2/24/2021,13,13,2/18/2021,2/18/2021,3/16/2021,2/24/2021,2/18/2021,2/24/2021,5,,,,,,White Glove,08:00:00 - 12:00:00,FORT WORTH,TX,76177,33.0226463000,36.53
LMH Dallas,LAST MILE HUB DALLAS,000005O877V4S000006000,000005O87834Q000004000,TONAL1000114494RMA,1000114494-RMA,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/5/2021,Delivery,3/23/2021,3/5/2021,3/5/2021,3/5/2021,3/5/2021,2,2,2/20/2021,2/20/2021,3/23/2021,3/5/2021,2/20/2021,3/5/2021,2,,,,,,White Glove,11:00:00 - 15:00:00,FORT WORTH,TX,76137,32.8798020000,27.53
LMH Dallas,LAST MILE HUB DALLAS,000005UPT5EQU000006000,000005UPT5R7U000004000,TONAL1000135408RMA,1000135408RMA,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/15/2021,Delivery,4/15/2021,4/15/2021,4/15/2021,4/15/2021,4/15/2021,11,11,4/11/2021,4/9/2021,4/15/2021,4/15/2021,4/11/2021,4/15/2021,4,,,,,,White Glove,08:00:00 - 12:00:00,FORT WORTH,TX,76109,32.7000740000,21.27
LMH Dallas,LAST MILE HUB DALLAS,000005LLSJME4000004000,000005LLSJOLO000004000,TONAL1000117255,1000117255,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/25/2021,Delivery,2/25/2021,2/25/2021,2/25/2021,2/25/2021,2/25/2021,18,18,2/20/2021,2/20/2021,2/25/2021,2/25/2021,2/20/2021,2/25/2021,2,,,,,,White Glove,13:00:00 - 17:00:00,FRISCO,TX,75035,33.1674839000,50.26
LMH Dallas,LAST MILE HUB DALLAS,000005P5P20QG000006000,000005P5P24JA000004000,TONAL7202RMA2,7202-RMA-2,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/17/2021,Delivery,3/5/2021,3/15/2021,3/15/2021,3/17/2021,3/15/2021,6,6,3/2/2021,3/2/2021,3/5/2021,3/3/2021,3/2/2021,3/15/2021,6,,,,"Out of Time Window,",,White Glove,09:00:00 - 13:00:00,FRISCO,TX,75033,33.1581714000,47.64
LMH Dallas,LAST MILE HUB DALLAS,00000626SRNR2000002000,00000626SRRKK000006000,TONAL1000020066RMA,1000020066-RMA,2/11/2021,Open,Open,Ready to Route,Ready to Schedule,Fully Received,No Hold,4/21/2021,Delivery,,1/1/1900,,,,,,,4/27/2021,4/30/2021,,,,1,,,,,,White Glove,06:00:00 - 18:00:00,FRISCO,TX,75034,33.1477459000,45.45
LMH Dallas,LAST MILE HUB DALLAS,00000626TE0UO000004000,00000626TE59O000004000,TONAL1000084510RMA,1000084510-RMA,2/11/2021,Open,Open,Routed,Date Scheduled,Fully Received,No Hold,4/28/2021,Delivery,4/30/2021,4/30/2021,4/30/2021,,,6,6,4/27/2021,4/27/2021,4/30/2021,4/27/2021,4/27/2021,4/30/2021,1,,,,,,White Glove,07:00:00 - 22:00:00,FRISCO,TX,75036,33.1281072000,48.76
LMH Dallas,LAST MILE HUB DALLAS,000006270RUFI000006000,000006270S17A000002000,TONAL1000159042,1000159042,2/11/2021,Open,Open,Ready to Route,Not Ready to Schedule,Not Received,No Hold,4/21/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,FRISCO,TX,75035,33.1715668000,50.05
LMH Dallas,LAST MILE HUB DALLAS,000005MLD2FCC000004000,000005MLD2MBO000006000,737206,1000121275,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/8/2021,Delivery,3/8/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,21,21,3/2/2021,3/2/2021,3/8/2021,3/8/2021,3/2/2021,3/8/2021,2,,,,,,White Glove,08:00:00 - 12:00:00,GRAND PRAIRIE,TX,75054,32.5782403000,10.83
LMH Dallas,LAST MILE HUB DALLAS,000005LLSJO1M000004000,000005LLSJQKC000004000,TONAL1000117736,1000117736,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/24/2021,Delivery,2/24/2021,2/24/2021,2/24/2021,2/24/2021,2/24/2021,18,18,2/20/2021,2/20/2021,2/24/2021,2/20/2021,2/20/2021,2/24/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,IRVING,TX,75063,32.9130531000,22.01
LMH Dallas,LAST MILE HUB DALLAS,000005ML2OPBO000002000,000005ML2OREC000006000,TONAL1000119761,1000119761,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/12/2021,Delivery,3/12/2021,3/12/2021,3/12/2021,3/12/2021,3/12/2021,27,27,3/8/2021,3/8/2021,3/12/2021,3/12/2021,3/8/2021,3/12/2021,2,,,,,,White Glove,08:00:00 - 12:00:00,IRVING,TX,75062,32.8522174000,18.48
LMH Dallas,LAST MILE HUB DALLAS,000005SSBROFG000004000,000005SSBRQQS000006000,TONAL1000133252,1000133252,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/12/2021,Delivery,4/12/2021,4/12/2021,4/12/2021,4/12/2021,4/12/2021,19,19,4/7/2021,,,4/12/2021,4/7/2021,4/12/2021,3,,,,,,White Glove,11:00:00 - 15:00:00,MARIETTA,OK,73448,33.9408780000,100.72
LMH Dallas,LAST MILE HUB DALLAS,000005M4N51CK000004000,000005M4N541G000002000,TONAL1000120196,1000120196,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/9/2021,Delivery,2/23/2021,2/23/2021,2/23/2021,3/9/2021,2/23/2021,13,13,2/18/2021,2/18/2021,2/22/2021,2/18/2021,2/18/2021,2/23/2021,4,,,,,,White Glove,12:00:00 - 16:00:00,MCKINNEY,TX,75071,33.2389373000,61.12
LMH Dallas,LAST MILE HUB DALLAS,000005M4QJSU2000006000,000005M4QK2KU000004000,TONAL1000117253,1000117253,2/11/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/26/2021,Delivery,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,14,14,2/18/2021,2/18/2021,2/26/2021,2/26/2021,2/18/2021,2/26/2021,4,,,,,,White Glove,10:00:00 - 14:00:00,MESQUITE,TX,75181,32.7563221000,37.62
LMH Dallas,LAST MILE HUB DALLAS,000005LLT6412000004000,000005LLT66LG000004000,TONAL1000112497,1000112497,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/26/2021,Delivery,2/26/2021,2/26/2021,2/26/2021,2/26/2021,2/26/2021,21,21,2/23/2021,,,2/26/2021,2/23/2021,2/26/2021,3,,,,,,White Glove,08:00:00 - 12:00:00,MEXIA,TX,76667,31.6462772000,101.26
LMH Dallas,LAST MILE HUB DALLAS,00000626VN3N6000004000,00000626VN6RU000004000,TONAL1000156090RMA,1000156090-RMA,2/12/2021,Open,Open,Ready to Route,Ready to Schedule,Fully Received,No Hold,4/21/2021,Delivery,,1/1/1900,,,,,,,4/27/2021,5/11/2021,,,,1,,,,,,White Glove,06:00:00 - 18:00:00,NORTH RICHLAND HILLS,TX,76182,32.9035248000,28.36
LMH Dallas,LAST MILE HUB DALLAS,000005LLSJN26000006000,000005LLSJPB0000004000,TONAL1000115083,1000115083,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/25/2021,Delivery,2/25/2021,2/25/2021,2/25/2021,2/25/2021,2/25/2021,18,18,2/20/2021,2/20/2021,2/24/2021,2/24/2021,2/20/2021,2/25/2021,2,,,,,,White Glove,15:00:00 - 19:00:00,OAKPOINT,TX,75068,33.1833686000,46.28
LMH Dallas,LAST MILE HUB DALLAS,000005LLUAKTK000002000,000005LLUAN3O000004000,TONAL9749RMA3,9749-RMA-3,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,2/3/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,PARKER,TX,75002,33.0751599000,48.57
LMH Dallas,LAST MILE HUB DALLAS,000006270RS28000004000,000006270RU40000006000,TONAL1000158673,1000158673,2/12/2021,Open,Open,Ready to Route,Not Ready to Schedule,Not Received,No Hold,4/21/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,PARKER,TX,75002,33.0577430000,50.52
LMH Dallas,LAST MILE HUB DALLAS,000005LLQAO0S000006000,000005LLQAQU4000006000,TONAL1000117821,1000117821,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/1/2021,Delivery,3/1/2021,3/1/2021,3/1/2021,3/1/2021,3/1/2021,18,18,2/20/2021,2/20/2021,2/24/2021,2/20/2021,2/20/2021,3/1/2021,2,,,,"Out of Time Window,",,White Glove,12:00:00 - 16:00:00,PLANO,TX,75025,33.1026306000,45.27
LMH Dallas,LAST MILE HUB DALLAS,000005M4N51LA000006000,000005M4N55H8000002000,TONAL1000119985,1000119985,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/22/2021,Delivery,2/22/2021,2/22/2021,2/22/2021,2/22/2021,2/22/2021,13,13,2/18/2021,2/18/2021,2/22/2021,2/21/2021,2/18/2021,2/22/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,PLANO,TX,75093,33.0343008000,39.47
LMH Dallas,LAST MILE HUB DALLAS,000005MQCQQ1K000002000,000005MQCQS8M000006000,TONAL1000121764,1000121764,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/12/2021,Delivery,4/12/2021,4/12/2021,4/12/2021,4/12/2021,4/12/2021,57,57,4/8/2021,3/30/2021,4/2/2021,4/12/2021,4/8/2021,4/12/2021,7,,,,,,White Glove,09:00:00 - 13:00:00,PLANO,TX,75093,33.0331403000,36.55
LMH Dallas,LAST MILE HUB DALLAS,000005OD9B2SS000002000,000005OD9B5H4000002000,TONAL1000122093,1000122093,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,4/15/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,PLANO,TX,75024,33.0873102000,43.22
LMH Dallas,LAST MILE HUB DALLAS,000005TD256H8000006000,000005TD25954000002000,TONAL1000122093RMA,1000122093-RMA,2/12/2021,In Progress,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/13/2021,Delivery,4/13/2021,4/13/2021,4/13/2021,,4/13/2021,16,16,4/7/2021,4/2/2021,4/7/2021,4/13/2021,4/7/2021,4/13/2021,5,,,,"Cannot Perform Stop,",,White Glove,08:00:00 - 12:00:00,PLANO,TX,75024,33.0873102000,43.22
LMH Dallas,LAST MILE HUB DALLAS,000005TD256H8000006000,0000060T2R452000002000,TONAL1000122093RMA,1000122093-RMA,2/12/2021,In Progress,Open,Routed,Not Ready to Schedule,Not Received,No Hold,4/28/2021,Delivery,4/30/2021,4/30/2021,4/30/2021,,,,,,,4/21/2021,,,4/30/2021,0,,,,,,White Glove,07:00:00 - 22:00:00,PLANO,TX,75024,33.0873102000,43.22
LMH Dallas,LAST MILE HUB DALLAS,000005TGU0E8C000002000,000005TGU0HOC000004000,TONAL1000121764RMA,1000121764-RMA,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/9/2021,Delivery,4/9/2021,4/9/2021,4/9/2021,,4/9/2021,14,14,4/6/2021,4/2/2021,4/7/2021,4/8/2021,4/6/2021,4/9/2021,3,Not At Home/Business Closed,,,"Cannot Perform Stop,",,White Glove,09:00:00 - 13:00:00,PLANO,TX,75093,33.0331403000,36.55
LMH Dallas,LAST MILE HUB DALLAS,000005TGU0E8C000002000,00000608HOHIK000002000,TONAL1000121764RMA,1000121764-RMA,2/12/2021,Completed,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,4/13/2021,Delivery,,1/1/1900,,,,,,,,4/15/2021,,,,,,,,,,White Glove,06:00:00 - 18:00:00,PLANO,TX,75093,33.0331403000,36.55
LMH Dallas,LAST MILE HUB DALLAS,000005VVE3SKM000006000,000005VVE3V6G000004000,TONAL1000122286RMA,1000122286-RMA,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/26/2021,Delivery,4/23/2021,4/23/2021,4/23/2021,4/26/2021,4/23/2021,13,13,4/20/2021,4/19/2021,4/22/2021,4/23/2021,4/20/2021,4/23/2021,4,,,,"Out of Time Window,",,White Glove,13:00:00 - 17:00:00,PLANO,TX,75075,33.0329859000,44.01
LMH Dallas,LAST MILE HUB DALLAS,000005O7Q2S64000006000,000005O7Q2V2S000002000,TONAL1000122697,1000122697,2/12/2021,Open,Open,Ready to Route,Not Ready to Schedule,Fully Received,Hard Hold,3/8/2021,Delivery,3/5/2021,1/1/1900,,,,12,12,3/2/2021,3/2/2021,3/5/2021,3/8/2021,3/2/2021,,7,,,,,,White Glove,06:00:00 - 18:00:00,PROSPER,TX,75078,33.2547633000,53.6
LMH Dallas,LAST MILE HUB DALLAS,000005RFEP6KU000006000,000005RFEP98I000004000,TONAL13364607RMA,13364607-RMA,2/12/2021,Open,Open,Ready to Route,Not Ready to Schedule,Not Received,No Hold,3/10/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,PROSPER,TX,75078,33.2290315000,53
LMH Dallas,LAST MILE HUB DALLAS,000005TD259M8000006000,000005TD25DTM000006000,TONAL1000122697RMA,1000122697-RMA,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/8/2021,Delivery,4/8/2021,4/8/2021,4/8/2021,4/8/2021,4/8/2021,14,14,4/5/2021,4/2/2021,4/7/2021,4/5/2021,4/5/2021,4/8/2021,4,,,,,,White Glove,11:00:00 - 15:00:00,PROSPER,TX,75078,33.2547633000,53.6
LMH Dallas,LAST MILE HUB DALLAS,000005UPT5EPK000002000,000005UPT5PME000004000,TONAL13370867RMA,13370867RMA,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/14/2021,Delivery,4/14/2021,4/14/2021,4/14/2021,4/14/2021,4/14/2021,13,9,4/13/2021,4/9/2021,4/14/2021,4/14/2021,4/9/2021,4/14/2021,1,,,,,,White Glove,11:00:00 - 15:00:00,PROSPER,TX,75078,33.2259009000,53.19
LMH Dallas,LAST MILE HUB DALLAS,00000611RQ79Q000004000,00000611RQ9NO000004000,TONAL1000146042RMA,1000146042-RMA,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/22/2021,Delivery,4/22/2021,4/22/2021,4/22/2021,4/22/2021,4/22/2021,5,5,4/19/2021,4/19/2021,4/22/2021,4/19/2021,4/19/2021,4/22/2021,2,,,,,,White Glove,12:00:00 - 16:00:00,PROSPER,TX,75078,33.2459579000,52.73
LMH Dallas,LAST MILE HUB DALLAS,000005M4QJVQQ000004000,000005M4QK5H4000002000,TONAL1000118190,1000118190,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/5/2021,Delivery,3/6/2021,3/5/2021,3/5/2021,3/5/2021,3/5/2021,17,17,2/22/2021,,,3/5/2021,2/22/2021,3/5/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,SADLER,TX,76264,33.6826063000,96.16
LMH Dallas,LAST MILE HUB DALLAS,000005J8NVJJ2000006000,000005QAD9A3E000002000,TONAL1000088804RMA,1000088804-RMA,2/12/2021,In Progress,Open,Ready to Route,Not Ready to Schedule,Fully Received,Hard Hold,3/3/2021,Delivery,4/6/2021,1/1/1900,,,,1,1,3/4/2021,3/4/2021,4/6/2021,3/4/2021,3/4/2021,,4,,,,,,White Glove,06:00:00 - 18:00:00,SOUTHLAKE,TX,76092,32.9647671000,24.49
LMH Dallas,LAST MILE HUB DALLAS,000005P6GI9NU000004000,000005P6GIQFG000002000,TONAL1000115138,1000115138,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,3/3/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,SOUTHLAKE,TX,76092,32.9624634000,23.33
LMH Dallas,LAST MILE HUB DALLAS,000005QA0K608000002000,000005QA0KAK0000004000,TONAL1000115138,1000115138,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,3/3/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,SOUTHLAKE,TX,76092,32.9624634000,23.33
LMH Dallas,LAST MILE HUB DALLAS,000005QA18V38000006000,000005QA19272000004000,TONAL1000115138,,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/8/2021,Delivery,3/23/2021,3/8/2021,3/8/2021,3/8/2021,3/8/2021,,1,,,3/23/2021,,3/4/2021,3/8/2021,0,,,,,,White Glove,10:00:00 - 14:00:00,SOUTHLAKE,TX,76092,32.9624634000,23.33
LMH Dallas,LAST MILE HUB DALLAS,00000626SRMJ2000002000,00000626SRPG8000004000,TONAL1000156954,1000156954,2/12/2021,Open,Open,Ready to Route,Not Ready to Schedule,Not Received,No Hold,4/21/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,SPRINGTOWN,TX,76082,32.9944483000,50
LMH Dallas,LAST MILE HUB DALLAS,000005M4JNELQ000002000,000005M4JNH5U000004000,TONAL1000119466,1000119466,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/1/2021,Delivery,3/1/2021,3/1/2021,3/1/2021,3/1/2021,3/1/2021,15,15,2/20/2021,2/20/2021,2/25/2021,3/1/2021,2/20/2021,3/1/2021,4,,,,,,White Glove,09:00:00 - 13:00:00,WYLIE,TX,75098,32.9881628000,54.56
LMH Dallas,LAST MILE HUB DALLAS,000005M4QJOTM000002000,000005M4QJSPQ000006000,TONAL1000117856,1000117856,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/9/2021,Delivery,2/23/2021,2/23/2021,2/23/2021,3/9/2021,2/23/2021,13,13,2/18/2021,2/18/2021,2/22/2021,2/18/2021,2/18/2021,2/23/2021,4,,,,,,White Glove,13:00:00 - 17:00:00,WYLIE,TX,75098,32.9848328000,54.13
LMH Denver,LAST MILE HUB DENVER,000005M4Q0OJ6000006000,000005M4Q12LK000006000,TONAL1000119276,1000119276,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/17/2021,Delivery,2/17/2021,2/17/2021,2/17/2021,2/17/2021,2/17/2021,7,7,2/12/2021,2/12/2021,2/17/2021,2/12/2021,2/12/2021,2/17/2021,2,,,,"Out of Time Window,",,White Glove,11:00:00 - 15:00:00,ARVADA,CO,80007,39.8665868000,26.52
LMH Denver,LAST MILE HUB DENVER,000005QL8RAFO000004000,000005QL8RF0M000004000,TONAL1000129596,1000129596,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/29/2021,Delivery,4/5/2021,3/27/2021,3/27/2021,3/29/2021,3/27/2021,10,10,3/15/2021,3/12/2021,3/17/2021,3/19/2021,3/15/2021,3/27/2021,5,,,,,,White Glove,11:00:00 - 15:00:00,ARVADA,CO,80007,39.8195263000,25.36
LMH Denver,LAST MILE HUB DENVER,000005QL9DKD2000006000,000005QL9DN64000006000,TONAL1000129097,1000129097,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/22/2021,Delivery,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,8,8,3/13/2021,3/12/2021,3/17/2021,3/13/2021,3/13/2021,3/22/2021,2,,,,"Out of Time Window,",,White Glove,09:00:00 - 13:00:00,ARVADA,CO,80007,39.8189789000,24.57
LMH Denver,LAST MILE HUB DENVER,000005R9MUJCS000004000,000005R9MUNAA000006000,TONAL1000135602,1000135602,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/22/2021,Delivery,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,9,9,3/18/2021,3/18/2021,3/22/2021,3/18/2021,3/18/2021,3/22/2021,2,,,,,,White Glove,09:00:00 - 13:00:00,ARVADA,CO,80005,39.8437303000,21.23
LMH Denver,LAST MILE HUB DENVER,000005R9NGUJK000004000,000005R9NH5FC000006000,TONAL1000134709,1000134709,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/22/2021,Delivery,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,9,9,3/18/2021,3/18/2021,3/22/2021,3/18/2021,3/18/2021,3/22/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,ARVADA,CO,80002,39.7955971000,18
LMH Denver,LAST MILE HUB DENVER,000005SEGHNNM000004000,000005SEGHSUC000004000,TONAL1000139075,1000139075,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/1/2021,Delivery,4/1/2021,4/1/2021,4/1/2021,4/1/2021,4/1/2021,12,12,3/29/2021,3/29/2021,4/1/2021,3/29/2021,3/29/2021,4/1/2021,2,,,,,,White Glove,08:00:00 - 12:00:00,ARVADA,CO,80002,39.7894740000,20.61
LMH Denver,LAST MILE HUB DENVER,000005U15BFJ8000002000,000005U15BI3Q000006000,TONAL1000146611,1000146611,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,4/7/2021,Delivery,4/5/2021,4/7/2021,4/7/2021,4/7/2021,4/7/2021,6,6,4/1/2021,4/1/2021,4/5/2021,4/5/2021,4/1/2021,4/7/2021,2,,,,,,White Glove,10:00:00 - 14:00:00,ARVADA,CO,80003,39.8121625000,17.87
LMH Denver,LAST MILE HUB DENVER,0000060ABJAJS000002000,0000060ABJE28000004000,TONAL1000150603,1000150603,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,4/15/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,ARVADA,CO,80003,39.8447646000,19.07
LMH Denver,LAST MILE HUB DENVER,0000060AC5KAI000002000,0000060AC5N3G000004000,TONAL1000150322,1000150322,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,4/15/2021,Delivery,,1/1/1900,,,,,,,,,,,,,,,,,,White Glove,06:00:00 - 18:00:00,ARVADA,CO,80007,39.8346692000,26.38
LMH Denver,LAST MILE HUB DENVER,000005QL9VUFC000006000,000005QLA01IE000006000,TONAL1000124863,1000124863,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,3/22/2021,Delivery,3/22/2021,3/22/2021,3/22/2021,3/22/2021,3/22/2021,10,10,3/15/2021,,,3/15/2021,3/15/2021,3/22/2021,1,,,,,,White Glove,15:00:00 - 19:00:00,ASPEN,CO,81611,39.1827595000,210.51
LMH Denver,LAST MILE HUB DENVER,000005SEOI09O000002000,000005SEOI25S000006000,TONAL1000139639,1000139639,2/12/2021,Void,Cancelled,Cancelled,Not Ready to Schedule,Not Received,No Hold,4/12/2021,Delivery,4/13/2021,4/13/2021,4/13/2021,,,16,16,4/2/2021,,,4/2/2021,4/2/2021,4/13/2021,1,,,,,,White Glove,07:00:00 - 22:00:00,ASPEN,CO,81611,39.1936543000,211.1
LMH Denver,LAST MILE HUB DENVER,000005M0IFOHE000004000,000005M0IFR96000004000,TONAL1000106439RMA2,1000106439-RMA-2,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/23/2021,Delivery,2/23/2021,2/23/2021,2/23/2021,2/23/2021,2/23/2021,11,11,2/16/2021,2/16/2021,2/23/2021,2/16/2021,2/16/2021,2/23/2021,4,,,,,,White Glove,09:00:00 - 13:00:00,AURORA,CO,80016,39.5753298000,18.15
LMH Denver,LAST MILE HUB DENVER,000005MLFU0JI000004000,000005MLFU31G000006000,TONAL1000121112,1000121112,2/12/2021,Completed,Completed,Complete,Appointment Scheduled,Shipped,No Hold,2/23/2021,Delivery,2/23/2021,2/23/2021,2/23/2021,2/23/2021,2/23/2021,9,9,2/18/2021,2/18/2021,2/23/2021,2/23/2021,2/18/2021,2/23/2021,4,,,,,,White Glove,11:00:00 - 15:00:00,AURORA,CO,80018,39.7162436000,8.54
